uuid,meter_hours,category,is_new,manufacturer,region,price_usd,year
d7917f2c-a1c2-4821-bea9-0fb2a685d4e5,0,100,0,54,75,11000,2010
9c978948-4c73-499e-add0-eec50400f1e8,0,25,0,110,75,11000,2019
9ec28093-e0d5-439a-abc1-d96912222c84,573,56,0,30,61,11100,2002
decfb364-06ed-4822-9774-acf32f7066a6,0,25,0,200,15,11200,2004
5d2f6c81-08ac-4129-9711-512faf61fa93,0,56,0,30,49,11200,2005
22a69a36-5f9f-492e-a7d3-0157ace0f00b,0,58,0,96,75,11300,2001
46fcbb90-637e-4713-b9f1-074cfc3664fe,0,58,0,30,25,11300,2006
897db42a-e060-484b-a30d-b9af1245c284,385,90,0,95,70,11300,2012
c4abdf20-1e46-44cc-8c46-e0fa700414c1,4617,24,0,30,2,11400,1992
50421aa1-f6ec-4ca2-a84a-9a39f9c5ed2d,127,90,0,95,56,11400,2013
aeaa73ff-e37f-4971-8478-edd7d8bfa207,0,58,0,30,12,11500,2007
64fab68f-a731-42e1-9887-6f4843c6fd1b,0,40,0,44,47,11600,1997
0f202739-3ccc-41db-bdfe-a0e07c3e27b2,1128,111,0,144,60,11600,2002
c6ba6ac4-f38b-4fd0-85b0-45c1f8ac2676,0,100,0,183,68,11600,2005
68a17a29-0ff4-45fd-b5bf-3eeb6305c0b8,0,53,0,22,50,11600,2006
827b9391-d553-43bd-bb8f-75bcd159f5d8,0,40,0,96,78,11700,1998
1154798d-6366-42b7-b7f2-5ef4ae4dade9,0,61,0,30,61,11700,2011
14b34f6e-27ee-446f-be00-e33911e6e068,224,90,0,95,4,11700,2012
1e2163b6-509f-49c6-8c38-398c025205e7,3532,97,0,141,28,11800,2005
f16f4454-2ec1-4da3-8501-a6ceeb09d365,429,90,0,95,29,11800,2011
fa2ef6a7-dd9c-4b90-9c77-cf993d0d17be,0,100,0,183,75,11900,2001
1a7e6cc8-3cf1-4297-86e9-1435d7e334f2,0,33,0,184,74,12000,1996
c49b39d0-7a93-480a-a70c-36e3ad6489d7,0,85,0,96,78,12000,2003
1458b45c-978b-4531-8f41-e59b733ef758,744,87,0,20,62,12000,2012
8a939563-3286-447a-960f-67d527d00151,4009,24,0,144,72,12100,1994
e4495de8-f886-4fe4-9770-9da733db82f1,548,87,0,208,19,12200,2011
e31470bc-60dd-4381-a1ee-c388c67bb017,636,87,0,208,39,12300,2012
23773f6f-f76c-4bc3-af17-f6c7226f7680,4749,46,0,29,3,12400,1991
563b68bd-1658-4975-ac8b-35ab89a67467,0,85,0,44,25,12400,2002
1940ad8c-eec7-44f3-91c2-7d4926e3978c,0,100,0,144,69,12400,2004
67223692-b6a0-49d1-8f70-f39db69847d2,194,73,0,208,4,12400,2014
06fbcd66-3af6-47f9-b477-0fb35d9dee5c,0,100,0,22,48,12500,2002
eef50a4a-cb16-4c8d-a9a8-fbadd71e85cc,19795,16,0,144,64,12500,2009
1fd57a5f-434b-4b40-adff-30578cc972e6,0,58,0,30,36,12600,2004
d859cb8c-bd58-4e3a-955d-bb24c0ca6255,0,58,0,96,5,12600,2009
b44a8ca9-71c4-4ea1-9d12-6f0223a8d37b,0,56,0,30,75,12600,2011
de133e5b-3539-4e87-92c5-dc85cb160d27,0,33,0,30,54,12700,1998
b0303fc7-c824-40fe-b027-a05a16421c2b,0,77,0,96,30,12700,2009
e41d7035-1ba1-4101-b8be-4021a8641554,0,108,0,171,75,12800,2010
ac0377a2-fff4-4c47-8159-e72992b16a9f,0,80,0,214,13,12900,2002
6375f8c1-3c6d-40e7-984c-4e19fb003eba,0,58,0,30,33,12900,2010
2454e3d6-3a45-47e7-b81e-f99cd46ab223,0,56,0,30,49,13000,2004
0bc3a7f4-1566-4789-b8a4-12f98f27079b,0,85,0,96,72,13000,2005
dba9c0fa-f08a-4c3f-b9a4-38a125d7ca03,0,78,0,166,64,13000,2009
fbbf15a8-d815-474e-9903-ab71ae87c6ed,6921,49,0,208,65,13000,2015
32e3bce4-e88e-415c-9b9e-b2ff0df58635,0,58,0,30,0,13200,2000
c731f0e5-cce2-4cd5-9a71-83ca5054fe73,0,56,0,30,25,13200,2002
db973c8b-2fd7-414f-8dee-391c96140cfa,0,85,0,30,54,13200,2008
35b335b1-6704-4d81-846a-e3173d66058d,0,58,0,30,48,13300,2002
a484cfac-c074-4a18-92d4-dcaa88fbed7e,0,25,0,22,27,13300,2012
38eaa213-b213-4289-8567-886037c298c9,0,40,0,44,36,13400,1994
b4ed6b28-3b0b-4116-a6a1-9baa61eb323a,0,25,0,80,27,13500,2014
63e4dd9a-58fa-4816-b9f9-288fb7637cde,0,15,0,82,27,13700,2015
9e2d5949-34de-404e-a4ab-58c3779a7996,7650,49,0,208,31,13700,2015
44f84c69-93fe-4b20-90dc-d154392ffe37,6274,24,0,30,69,13800,1993
2abe3fc8-f02a-4e3c-ad00-fc239622400f,0,85,0,44,25,13800,2002
f0dd456a-ca76-416c-bb2e-a6c9629435f4,1168,90,0,68,60,13900,2006
744e2453-16a5-4acb-82cd-2813ae8b721e,0,58,0,30,33,13900,2008
d1151c92-26e2-4cd5-980a-3a23f4c93503,0,100,0,17,61,13900,2010
931bab52-0312-4df5-82d4-499397170318,440,87,0,20,29,13900,2016
a26a18fe-d266-4761-a57d-1ed56daad73a,0,40,0,44,22,14000,1994
f79d7c67-00a1-4e7e-8c80-79aa3d4ec499,0,58,0,30,27,14000,2001
b8e4fbc6-0372-4deb-91b7-546a3f599d44,0,33,0,51,40,14000,2004
e076ad7d-3e24-46ba-a06b-483c634efbd9,0,56,0,30,54,14000,2007
af54ea0e-6e98-48dd-a4d8-28689cbc8a76,0,25,0,80,32,14000,2016
c0e90682-ef83-48d0-b91d-31c324afde8a,5699,49,0,208,74,14100,2015
5530ba45-b56e-477a-99c8-fa6be523f663,150,66,0,96,47,14200,2018
55e82405-9f40-4040-a3b9-aedaad45bd86,0,25,0,22,8,14300,2013
e223242b-d949-4165-9cdf-92a22c7b8a44,5525,49,0,208,70,14300,2015
b45c8e97-9228-4c7e-ad1c-6a1c7eb44148,1243,97,0,96,63,14400,1999
48a660a2-a4de-4d08-b559-3cc64e126f0c,0,85,0,30,78,14800,2005
b441fdf4-bc7d-4936-88c7-7df77a426f9d,2907,97,0,141,28,14800,2006
5950df32-01a7-4771-af2b-dee28a913cf7,0,116,0,60,79,14800,2015
6ef04099-1bb8-4788-9ba6-64498f3c034f,0,56,0,30,77,14900,2008
72f66222-96a6-4462-8786-05c61bb5bd04,2751,97,0,29,60,14900,2011
168c1172-723a-41a5-a80b-7318965ed089,0,56,0,45,3,14900,2012
04bdeb29-2103-44c8-b0f9-da427b804ed7,0,57,0,125,42,15000,2006
397a0b92-23d5-4e16-8566-6d466bbf9517,4487,24,0,30,49,15200,1992
0fa6a9e5-73b6-4add-8cbb-31e365deac59,3482,97,0,29,34,15200,2005
3d8ac084-878c-497e-97d5-63a995651f5b,0,56,0,30,1,15300,2010
4f732164-ed65-46f8-b266-a5c733fad44f,0,56,0,30,2,15400,2010
6e533d35-4b78-4466-a5b6-9041bdf6e8f6,543,111,0,108,71,15500,2011
70e1ba32-d028-46a1-b4f6-2afdc882a876,0,25,0,22,9,15600,2013
f3603188-584f-4abd-9cf8-9755a14c84f3,5029,24,0,70,75,15700,1995
c8dded6a-2f52-4e9a-a754-5a4e9214aa35,1075,97,0,104,73,15700,2005
ab9fe946-81b1-48c6-904f-1b5b586f6776,0,58,0,96,75,15700,2009
3c50afc9-662d-4bf1-b869-c6094315dd35,422,111,0,30,21,15800,2005
95594e70-9b33-48c5-ab42-ff6375e9a5db,0,15,0,139,43,15800,2010
f9d57c48-441d-4c44-a502-ddc877b69d3c,0,58,0,30,9,15800,2012
d6aa4588-3a28-4f25-a497-5ec8866b255d,5262,56,0,30,74,15900,2007
3bb95dc0-d807-4dba-9ba1-c1d4c3847a7a,3832,111,0,96,54,16000,1999
477eee70-1296-4d73-afe3-6c226a032db4,0,85,0,44,16,16000,2007
f4526e5c-2324-48b2-bc50-420fd8b70787,2475,90,0,95,29,16000,2012
7600b57a-2839-48be-b17b-d592afd8f501,3565,101,0,149,38,16100,1993
25bb724f-d9d1-42ce-960a-01cbc302ca19,0,56,0,30,54,16100,2008
745d3e29-8c12-4ad2-82f0-31a8f4b3cb86,0,76,0,109,5,16100,2013
9c2ae18c-608f-4515-966a-3d5bd6e4de34,416,73,0,208,31,16100,2016
195605da-27d6-489b-bfd0-b4895d1327cf,18722,16,0,204,2,16200,2004
f726235b-940b-4c28-badf-e73e2512b419,0,48,0,91,6,16300,2005
a9ad0338-bb24-488e-bb67-b1b78a9a22c8,0,56,0,30,68,16300,2009
1bc8d10c-ee0d-44ed-bec5-37e1ae7aef03,1170,111,0,108,71,16400,2011
4f19817a-be9b-4bbd-ac27-2c71d0cc45d9,1872,63,0,198,73,16400,2012
66ab1711-5b51-4e4d-b4c8-996a990a26af,0,85,0,30,44,16500,2013
c5e68774-314c-4c9b-927f-6591acc221c6,22427,16,0,144,5,16500,2015
1c93afd0-2ae5-48ef-a57d-4bc3137f1946,1818,73,0,29,39,16600,2011
91a0c3e4-7307-4214-ac36-60d74c0954c1,0,15,0,81,54,16600,2015
c8249570-1da1-455c-ac9c-e7af83552eff,0,12,0,213,27,16700,2014
f13fbd55-126d-4b44-9e3a-4c793fa9613b,6884,110,0,29,4,16800,2004
2a44fda7-05db-40e1-ad1a-036956aa7e8b,7663,97,0,29,54,16800,2019
1a388bdd-4dbe-40a5-bb57-1f8a8e27f372,0,58,0,96,24,16900,2009
6fe5ff8d-38f4-425e-be54-b4dfae4b0231,1954,90,0,95,29,16900,2011
2060ec23-76d7-42e3-852d-7b49e2404232,1044,111,0,101,69,16900,2012
a3d3bfc7-ada1-4732-b193-3fb40637d47a,0,71,0,64,61,16900,2016
79a4d059-5434-4cba-8cc6-25dc5c4ca423,12084,16,0,30,77,17000,2012
1641feb5-e242-4f8c-8a23-0d974569fac7,4572,110,0,29,18,17300,2005
f1104bae-69b5-4030-a6da-21c3af8b6afb,4787,18,0,95,57,17300,2008
3c089c64-fdd7-492a-b68d-a79649af4aa8,0,75,0,125,69,17300,2012
65c261ba-ff87-41b6-a0fa-37ed5ac19842,0,56,0,30,38,17400,2010
86de5076-8122-4f65-ab29-20cd3ee80d93,8748,49,0,208,35,17400,2015
cd2217dd-971e-4bcf-a237-242784ff8c1d,2187,90,0,95,72,17500,2011
93373214-3e54-4993-a642-d120c4d0ca53,0,48,0,201,36,17600,2005
1fdb7888-3198-485d-b19e-2d93f6f99b65,0,56,0,69,5,17600,2005
92b8acfd-8aad-4181-bb4e-1731ee925832,0,56,0,30,6,17600,2010
b7950bfd-7113-422e-abae-88e75898579d,0,16,0,144,47,17700,2013
229365b7-4b26-4199-b7e3-f746a0240bbc,0,40,0,30,2,17800,2002
b1d762ba-65c3-49f3-b380-e8a52a631030,0,58,0,96,8,17800,2011
b6376002-a581-4840-80bc-b6c2812f2255,0,37,0,30,36,17900,1999
0fe74a0d-0d7b-4925-b36d-47a04e90bf9c,0,58,0,30,54,17900,2011
cd3dbbf3-3188-4aab-b115-2dcbe99b06b2,0,56,0,30,54,17900,2012
69312437-9c3b-4186-9b11-0a0ffe5f1cdc,0,0,0,96,75,18000,1999
b3c6f5d5-667d-47cc-a887-eb5cb971d064,792,111,0,30,17,18000,2012
ce3aa58d-ab65-4a82-b3e1-c3648f2d91d9,1721,90,0,95,18,18000,2013
55f1c8ad-eaac-4576-a6b0-d448a41150a4,16946,111,0,31,69,18100,1996
0caa6cba-b6c7-4997-b7f5-9b797b4089e1,0,56,0,45,68,18100,2005
e3736e8f-72f0-422a-a68e-70f531edb9f8,0,56,0,30,74,18100,2009
0b3e0e6f-2bad-4690-bf71-80efc9c491cc,0,56,0,30,3,18100,2010
b048c6e0-e701-4ff3-bb04-6b2bebd6e940,0,57,0,30,75,18100,2011
88b7b499-cd26-409d-ac36-41d6c6ec254c,0,56,0,45,6,18200,2006
a2ef6161-9e40-45ec-9078-3a3239db2faa,0,8,0,57,60,18200,2009
8efe41cb-c066-47b6-8381-06b07111ecbe,0,58,0,96,27,18200,2013
320c02f0-6791-4c7c-82cb-703a3c3828f2,0,48,0,37,61,18300,2008
ce202fb4-f2ee-43d6-b4e4-475caa0869f1,3472,97,0,19,7,18400,2008
903ab203-912f-428c-9def-255bc577a793,0,80,0,30,74,18600,2007
cdb98522-439c-417b-927c-487f07fee39c,0,56,0,45,38,18600,2007
d6faf20b-0b67-4311-aa5e-87a43ab48fbe,0,69,0,118,70,18600,2017
a4efd8f4-d2c6-475a-aa83-056bc39fca9a,0,56,0,30,77,18700,2009
2a0fc094-9203-472b-93f6-96507574a8b8,0,56,0,30,53,18700,2010
83b233a0-86e9-4f0b-94ad-ab7d0da20924,0,58,0,30,47,18700,2012
0ee4d98f-3cf1-437e-a7aa-f3ee5a6884fb,0,34,0,183,36,18800,2007
cd55e93c-d851-41c6-a753-a4183758e96d,26,73,0,220,76,18800,2007
9c01620d-6092-4b2a-84f7-6c286be79fb2,0,85,0,30,2,18900,2008
120b34b1-0c86-475d-aec2-6008d3045348,0,56,0,30,49,18900,2008
bda1c4f6-4eff-4af2-b81f-2d01a35204bb,0,52,0,152,75,18900,2009
224625ba-5b85-484c-8442-10ed3e43d295,1911,90,0,95,18,19000,2012
2e4673a8-7ca6-4c83-9dbd-b34b50f26b17,0,33,0,183,42,19100,1997
a6eaa420-5b93-4d1a-aab7-d66b1bca275b,0,58,0,30,74,19100,2013
c329a6c0-70f0-4a8c-aa38-c572b2298b78,0,58,0,96,27,19200,2013
47c11080-1d2c-4959-806a-abf6fc8c9fbf,7685,18,0,68,59,19300,1999
9fde418c-ea2d-4562-9e6d-bc264fb896a7,0,56,0,45,53,19300,2006
218219db-04a6-4d4d-894d-102e47be362e,0,100,0,195,0,19400,2004
58d85c3a-219f-4050-abcb-d2c5b2dac5be,0,56,0,30,33,19500,2008
4ff45338-4c9e-4388-8717-4e2eceeb4225,0,56,0,69,25,19500,2009
e9859cd9-50cd-4157-af0d-100e76c4f563,0,56,0,30,21,19500,2010
f99f89f1-d4b2-4e67-8d66-8c475832cd5f,0,56,0,30,9,19700,2009
fdbbdbde-daba-4ffe-9434-4b7aa01fa679,0,25,0,22,36,19700,2016
0b9626b5-b0d1-4898-9dc7-58563fb9e044,0,57,0,96,48,19900,2008
cc5338a7-39f1-4435-8d14-9bfeed4f54e6,1192,87,0,207,39,19900,2013
5356cc07-1b72-4c9e-875f-52231b97ada9,1179,90,0,95,4,20000,2012
025086cd-5bb0-4962-8dcf-f5de31d72edc,0,12,0,22,50,20000,2014
34985a98-f84c-4609-a0c1-7870b28cfa4d,0,52,0,109,75,20000,2015
9b537c40-54a1-4259-a364-925ed5e1288d,1538,111,0,30,42,20200,2007
46edcddd-2d4f-4ee2-93c1-d39f36884914,0,58,0,30,77,20200,2012
8ac9e43d-4a13-4064-bd27-ef643bc47ea8,23248,16,0,2,6,20200,2015
8c61ae66-a818-4836-9396-e4cc9dab49e0,0,40,0,96,72,20300,2003
5adf64a5-42f7-4981-a3c2-7a41da00a268,0,56,0,30,9,20300,2009
cef31aa5-4b83-445b-93c5-70a6a23c8eb1,0,56,0,30,54,20300,2010
04430c51-1f60-4659-b40e-5ae9b2360230,0,48,0,91,7,20300,2012
32b6076c-7606-49d0-b9bb-f57dea3534f9,0,57,0,30,48,20400,2004
a52a7777-fa98-48ca-8513-82ce5f912fac,5580,97,0,19,7,20400,2005
150a3615-d01e-4bd0-b38f-eb1ac38da54f,0,56,0,30,31,20400,2013
8f76b571-3726-465f-8130-93ddb5575a82,0,57,0,30,8,20400,2014
e7bf4388-cee7-46d2-8401-7a983d257b74,0,56,0,30,77,20500,2013
14922f14-a295-498b-854d-1fe3805a1c46,0,25,0,110,3,20500,2019
5fad5540-e5ae-4eec-8ea2-ab4cadaa71c4,0,84,1,174,34,20500,2019
f93b3dff-64f2-4c10-9a84-e739ca995621,7137,112,0,205,61,20600,1990
092c6e08-327f-40e3-9724-9dfe16f22060,0,52,0,103,26,20600,2007
33b36869-4c15-47fd-b77f-17a670667c34,0,56,0,30,25,20600,2009
c4680715-ea30-4746-a9d0-ae3d75d7fa87,0,56,0,30,72,20700,2009
7d241689-e860-4adc-8a3b-df9380c7947e,14000,16,0,31,42,20700,2015
643a0b82-8454-406a-b825-1956bf58a56d,0,58,0,30,30,20800,2007
2f6b4d53-8db2-41df-8138-5cdbc2fbabae,3704,24,0,30,78,20900,1995
8abb5422-d5b5-4f4a-a710-52a67dc0f2ac,0,56,0,30,63,20900,2008
28c1e05d-8822-4000-b679-61339ee7f60d,0,33,0,106,6,20900,2009
b74059e7-5e79-4136-9d86-6384d075eac6,1701,90,0,95,14,20900,2011
7cfa064b-7406-4a25-ad54-8e9daa888b80,0,56,0,30,6,21000,2010
2b870615-3e39-4155-b35a-3b0096975508,0,80,0,30,5,21200,2003
778c7455-5c2b-42b1-ad55-2c351aab2651,0,80,0,30,43,21200,2004
2d27c5b1-cdaa-4cf9-94f5-87965f1e0c88,0,37,0,59,8,21300,1999
cd066fed-864d-4c6f-a4e6-5bf49269c65a,5148,111,0,144,22,21300,2002
27153b74-ec3e-49d5-b5c7-ea478e8e1580,0,56,0,69,25,21300,2006
75399171-57d8-4c86-a4a6-4caeeefe7a89,0,56,0,30,78,21300,2011
08811dfa-7ff9-4995-908b-c107918fbcdb,0,123,0,154,30,21300,2011
7dc2b825-e87b-464f-9999-31d66883a8d7,14342,16,0,31,42,21300,2015
aea53943-43f6-4928-b88c-01da2a74bb71,0,33,0,183,75,21400,2003
864429b3-c9f6-40d4-ad63-009431119174,0,56,0,30,17,21400,2009
ccffc87e-37d7-4ed5-b15c-273d93de6b86,0,58,0,30,25,21500,2011
8bdf813c-3520-413a-b419-87848b65662a,0,58,0,30,17,21500,2011
c5bfcc9e-f761-4373-985f-42bef54471aa,0,33,0,30,47,21500,2012
2ca6ad2f-5388-4c92-87dd-1cb9d7e85e80,0,85,0,30,25,21500,2015
53856cd1-e7b1-4b1d-85a7-114a8469787a,437,111,0,128,54,21600,2012
65f643bd-03d2-42ef-bffd-3d0e34dfcb02,0,58,0,30,50,21600,2013
ccc66465-f25c-41a5-8c8e-e8301ac4dd13,0,33,0,216,33,21700,2005
433bff28-2724-4adc-8d17-866638cf8020,0,100,0,195,50,21700,2014
1a0c6840-54cf-4555-b101-3f37ba26256b,0,56,0,69,38,21800,2009
02e6f693-57b8-44ca-896f-1c59b67ab6e8,12877,16,0,144,6,21800,2013
e6b6a750-0a6e-4aa4-8b10-6716ac4c3bb0,2350,120,0,19,12,22000,2007
bc3a5aa9-792f-4c48-80fd-5b8b5c3f26aa,0,56,0,30,38,22000,2013
9bac6b8c-1d22-4efd-a40e-c20d17fee6e5,0,25,0,105,3,22000,2018
c6fed983-75ba-4949-8c04-7718b8773976,183037,119,0,88,19,22100,2007
5f7099d0-8929-44bc-b966-7b0133a23b5b,0,56,0,30,6,22200,2008
ad9c378d-95bd-4f4a-813e-89c6618ba711,0,100,0,195,68,22300,2006
d2cb4a47-768f-40e3-bbd6-77f9fa0d8e9b,70,111,0,96,2,22300,2019
84158f56-095d-40bb-ab32-7470a4a9650a,651,111,0,144,52,22400,2014
193e48c7-99eb-4689-bc4a-1daaadead284,3251,107,0,94,60,22500,1999
0b2e0980-7229-4cc7-9aa2-18338d811145,1,56,0,30,64,22500,2009
265b0bfe-306b-4fdd-9d7e-ffddb23a3235,0,56,0,30,64,22700,2005
7767b9aa-2929-4d93-a804-cd71a03a7ba4,0,62,0,185,53,22700,2011
e91e3c3e-2ebd-4053-9d0b-6760f13c3dbe,3909,90,0,95,39,22700,2012
99af9c88-8a35-4c81-903f-d189f7069799,0,80,0,96,74,22800,2009
1fad91a8-ad94-4942-8023-ecf827405cdd,5517,97,0,31,72,22800,2013
268e26c4-1794-4d42-ac79-ddead137c17a,0,69,1,118,70,22800,2017
0cc91897-f881-4059-b6fa-bf8d914e1fe4,0,33,0,114,5,23000,2008
01a40be9-2410-4f96-b47b-710987576093,0,27,0,114,68,23100,2010
ebfdada0-d06d-4d89-bbc2-d39232fcf1a0,2452,97,0,29,29,23100,2011
1f736ca3-a1c1-45d1-a448-8b7d5a8f11d0,5929,24,0,30,8,23200,1995
d7458dfc-54fb-45da-8a03-3cd145d857d0,4618,24,0,30,37,23200,1997
7c4007b3-ea0c-4e8e-ab98-1ada6df82ef7,3173,96,0,31,76,23200,2005
a35cce42-315f-4ad1-a9d6-ab6744978919,0,58,0,30,6,23200,2011
b98870d9-0af2-44ad-a0ce-596bc757c15b,0,57,0,30,30,23200,2014
05353343-d844-49ed-bf6f-b66d235e7c4f,0,25,0,22,50,23200,2017
59aca998-1750-4734-a200-7bfeeb130f04,595260,119,0,90,63,23400,2013
1d03b5aa-a063-4612-8e26-eee4049cf70e,112,0,0,30,9,23500,2007
ad699f00-86cd-4a24-b270-68861ce6b82d,0,56,0,30,72,23500,2009
b3606206-073d-4109-b990-90e37becd18b,0,56,0,69,64,23500,2009
9ceed8ec-f849-4f6d-811f-11d19d3e3811,0,48,0,91,61,23500,2013
b543c348-17dc-4ad6-ab50-5130918c17f1,0,56,0,30,51,23500,2013
765b1d3d-8017-471b-84ed-011298622aeb,10120,16,0,30,1,23600,2014
c110943c-66a5-4281-b1e7-613d968792f8,0,16,0,96,25,23600,2015
cfacf2bf-a6f5-4cc5-9514-eac9c591f246,5010,24,0,30,69,23700,1995
deee23c9-2652-4338-b940-c93f6d0c84dd,2274,97,0,29,63,23700,2011
307e4cae-77a6-4c21-9c3e-772172e07d6e,6833,2,0,208,41,23700,2011
f24bff26-d90c-42dd-b7d5-7d0729dbe8f1,0,33,0,30,54,23800,2005
28c084a8-55c7-4429-842e-17185ac18e51,7200,16,0,144,69,23800,2015
9b37bf73-ce12-4d35-be96-a1c2a0ca82f3,373,111,0,30,62,23800,2016
873964b7-f8c1-4fa7-ada5-8a6e38843e91,0,48,0,91,15,23900,2010
76fa2024-162e-4e0b-8c84-9ec7e5c753a4,0,56,0,30,24,23900,2011
edc68ff0-6cc6-485b-9497-c2534211349d,0,0,0,7,68,23900,2011
01728129-2b1b-4b48-944c-bdb2df0ba122,10293,16,0,144,16,23900,2013
c57dd6f9-7ff5-4066-93fd-8aa360e2a51e,512,97,0,29,34,23900,2017
a1ed923d-0d3a-4aee-a0ec-64c0707eb546,0,58,0,30,54,24000,2011
3cb98562-e0bf-4e3f-a8e3-de8e001cc2a3,2843,24,0,70,74,24100,1998
12fb4546-118c-400d-ae7c-3ded13bccffd,0,33,0,183,48,24100,2008
5958f649-7d9b-4e74-9617-2994c53f8a0c,2014,97,0,29,59,24100,2011
a6b7bf50-ad31-4af4-93ca-a03f8ad7cb8f,0,79,0,57,60,24200,2005
62a9b73e-39b7-4d9f-8bc4-f3cf92f99af5,0,18,0,95,4,24400,2011
175bbe67-547e-431a-887c-5eff851e50ee,709,111,0,144,50,24400,2014
ab862943-2ee3-488c-b8ea-dc2903d0c63a,0,97,0,29,18,24500,2006
793219aa-ee66-4907-a74c-499686736915,0,56,0,30,72,24500,2009
91164a13-efe6-4964-b659-6f52d024cc33,5409,24,0,30,36,24700,1995
93ed20d6-1303-4ca1-acce-19c322e42d80,0,37,0,96,50,24800,1998
43836e7a-c8ea-4745-8431-3fbd6f1529d7,3630,97,0,144,69,24800,2015
223abe86-63d6-4420-b265-459f078ff07f,7592,13,0,96,72,24900,2007
3a1c7882-085f-43c9-b18c-9506fa467200,2848,97,0,29,67,25000,2015
1a1d4473-624c-4701-af20-53e1bf441904,1250,16,0,32,34,25000,2016
bbda99b7-a220-4877-9e65-b9d46cd0ce5f,0,56,0,30,54,25100,2012
9ea7188d-7ee5-4bca-914d-fbec1112953a,603,18,0,95,4,25200,2006
27341553-6d5d-4dcf-bea2-8a76950f5986,3008,18,0,95,62,25200,2011
d4773a70-4e91-416c-9b16-31d515b40477,0,57,0,128,74,25200,2011
696d0bea-1255-4c3a-a76a-e7d04f591133,2942,18,0,95,14,25200,2011
2b1121ca-0eaf-4086-ab48-4577e17e6bd0,3713,73,0,29,59,25200,2012
35cd6a3a-8c9c-4b0e-9fff-e38ffdb2eaae,0,100,0,195,47,25300,2008
04277022-9352-43df-a7db-9f3645d5d462,0,16,0,144,36,25300,2013
